monetary_code	rate_as_float	date_as_iso
EUR	41321.3808	2021-09-18T13:33:00+00:00
USD	48393.8764	2021-09-18T13:38:00+00:00
GBP	35219.9018	2021-09-18T13:38:00+00:00
EUR	41270.9269	2021-09-18T13:38:00+00:00
USD	48404.1135	2021-09-18T13:43:00+00:00
GBP	35227.3521	2021-09-18T13:43:00+00:00
EUR	41279.6572	2021-09-18T13:43:00+00:00
USD	48378.5567	2021-09-18T13:48:00+00:00
GBP	35208.7525	2021-09-18T13:48:00+00:00
EUR	41257.862	2021-09-18T13:48:00+00:00
USD	48426.9983	2021-09-18T13:53:00+00:00
GBP	35244.0071	2021-09-18T13:53:00+00:00
EUR	41299.1737	2021-09-18T13:53:00+00:00
USD	48442.085	2021-09-18T13:58:00+00:00
GBP	35254.9869	2021-09-18T13:58:00+00:00
EUR	41312.0398	2021-09-18T13:58:00+00:00
USD	48518.2584	2021-09-18T14:03:00+00:00
GBP	35310.424	2021-09-18T14:03:00+00:00
EUR	41377.0015	2021-09-18T14:03:00+00:00
USD	48474.2262	2021-09-18T14:08:00+00:00
GBP	35278.3785	2021-09-18T14:08:00+00:00
EUR	41339.4503	2021-09-18T14:08:00+00:00
USD	48443.9965	2021-09-18T14:13:00+00:00
GBP	35256.378	2021-09-18T14:13:00+00:00
EUR	41313.67	2021-09-18T14:13:00+00:00
USD	48506.2433	2021-09-18T14:18:00+00:00
GBP	35301.6797	2021-09-18T14:18:00+00:00
EUR	41366.7549	2021-09-18T14:18:00+00:00
USD	48478.6957	2021-09-18T14:23:00+00:00
GBP	35281.6312	2021-09-18T14:23:00+00:00
EUR	41343.2619	2021-09-18T14:23:00+00:00
USD	48505.4343	2021-09-18T14:28:00+00:00
GBP	35301.0909	2021-09-18T14:28:00+00:00
EUR	41366.0649	2021-09-18T14:28:00+00:00
USD	48511.8509	2021-09-18T14:33:00+00:00
GBP	35305.7608	2021-09-18T14:33:00+00:00
EUR	41371.5371	2021-09-18T14:33:00+00:00
USD	48406.1173	2021-09-18T14:38:00+00:00
GBP	35228.8104	2021-09-18T14:38:00+00:00
EUR	41281.3661	2021-09-18T14:38:00+00:00
USD	48434.3	2021-09-18T14:43:00+00:00
GBP	35249.3211	2021-09-18T14:43:00+00:00
EUR	41305.4007	2021-09-18T14:43:00+00:00
USD	48442.2565	2021-09-18T14:48:00+00:00
GBP	35255.1117	2021-09-18T14:48:00+00:00
EUR	41312.1861	2021-09-18T14:48:00+00:00
USD	48469.5358	2021-09-18T14:53:00+00:00
GBP	35274.9649	2021-09-18T14:53:00+00:00
EUR	41335.4502	2021-09-18T14:53:00+00:00
USD	48477.8479	2021-09-18T14:58:00+00:00
GBP	35281.0142	2021-09-18T14:58:00+00:00
EUR	41342.5389	2021-09-18T14:58:00+00:00
USD	48514.8404	2021-09-18T15:03:00+00:00
GBP	35307.9365	2021-09-18T15:03:00+00:00
EUR	41374.0866	2021-09-18T15:03:00+00:00
USD	48489.45	2021-09-18T15:08:00+00:00
GBP	35303.5684	2021-09-18T15:08:00+00:00
EUR	41352.4333	2021-09-18T15:08:00+00:00
USD	48466.7067	2021-09-18T15:13:00+00:00
GBP	35287.0097	2021-09-18T15:13:00+00:00
EUR	41333.0375	2021-09-18T15:13:00+00:00
USD	48506.7218	2021-09-18T15:18:00+00:00
GBP	35316.1434	2021-09-18T15:18:00+00:00
EUR	41367.1629	2021-09-18T15:18:00+00:00
USD	48501.1967	2021-09-18T15:23:00+00:00
GBP	35312.1208	2021-09-18T15:23:00+00:00
EUR	41362.451	2021-09-18T15:23:00+00:00
USD	48492.5361	2021-09-18T15:28:00+00:00
GBP	35305.8153	2021-09-18T15:28:00+00:00
EUR	41355.0652	2021-09-18T15:28:00+00:00
USD	48492.3917	2021-09-18T15:33:00+00:00
GBP	35305.7101	2021-09-18T15:33:00+00:00
EUR	41354.942	2021-09-18T15:33:00+00:00
USD	48541.9307	2021-09-18T15:38:00+00:00
GBP	35341.7779	2021-09-18T15:38:00+00:00
EUR	41397.1896	2021-09-18T15:38:00+00:00
USD	48439.5481	2021-09-18T15:43:00+00:00
GBP	35267.2364	2021-09-18T15:43:00+00:00
EUR	41309.8763	2021-09-18T15:43:00+00:00
USD	48397.523	2021-09-18T15:48:00+00:00
GBP	35236.6394	2021-09-18T15:48:00+00:00
EUR	41274.0368	2021-09-18T15:48:00+00:00
USD	48402.0717	2021-09-18T15:53:00+00:00
GBP	35239.9511	2021-09-18T15:53:00+00:00
EUR	41277.9159	2021-09-18T15:53:00+00:00
USD	48379.8597	2021-09-18T15:58:00+00:00
GBP	35223.7793	2021-09-18T15:58:00+00:00
EUR	41258.9733	2021-09-18T15:58:00+00:00
USD	48517.0932	2021-09-18T16:03:00+00:00
GBP	35323.6945	2021-09-18T16:03:00+00:00
EUR	41376.0078	2021-09-18T16:03:00+00:00
USD	48463.7063	2021-09-18T16:08:00+00:00
GBP	35270.7223	2021-09-18T16:08:00+00:00
EUR	41330.4788	2021-09-18T16:08:00+00:00
USD	48418.25	2021-09-18T16:13:00+00:00
GBP	35237.6403	2021-09-18T16:13:00+00:00
EUR	41291.713	2021-09-18T16:13:00+00:00
USD	48374.1317	2021-09-18T16:18:00+00:00
GBP	35205.532	2021-09-18T16:18:00+00:00
EUR	41254.0883	2021-09-18T16:18:00+00:00
USD	48318.8419	2021-09-18T16:23:00+00:00
GBP	35165.2934	2021-09-18T16:23:00+00:00
EUR	41206.9365	2021-09-18T16:23:00+00:00
USD	48351.7116	2021-09-18T16:28:00+00:00
GBP	35189.2152	2021-09-18T16:28:00+00:00
EUR	41234.9682	2021-09-18T16:28:00+00:00
USD	48273.6741	2021-09-18T16:33:00+00:00
GBP	35132.4214	2021-09-18T16:33:00+00:00
EUR	41168.4168	2021-09-18T16:33:00+00:00
USD	48268.7983	2021-09-18T16:38:00+00:00
GBP	35128.873	2021-09-18T16:38:00+00:00
EUR	41164.2587	2021-09-18T16:38:00+00:00
USD	48268.7983	2021-09-18T16:38:00+00:00
GBP	35128.873	2021-09-18T16:38:00+00:00
EUR	41164.2587	2021-09-18T16:38:00+00:00
USD	48086.4617	2021-09-19T00:33:00+00:00
GBP	34996.1727	2021-09-19T00:33:00+00:00
EUR	41008.7596	2021-09-19T00:33:00+00:00
USD	48080.0633	2021-09-19T00:38:00+00:00
GBP	34991.5162	2021-09-19T00:38:00+00:00
EUR	41003.3031	2021-09-19T00:38:00+00:00
USD	47955.5353	2021-09-19T00:43:00+00:00
GBP	34900.8876	2021-09-19T00:43:00+00:00
EUR	40897.1039	2021-09-19T00:43:00+00:00
USD	47999.7984	2021-09-19T00:47:00+00:00
GBP	34933.1013	2021-09-19T00:47:00+00:00
EUR	40934.8521	2021-09-19T00:47:00+00:00
USD	47999.7984	2021-09-19T00:47:00+00:00
GBP	34933.1013	2021-09-19T00:47:00+00:00
EUR	40934.8521	2021-09-19T00:47:00+00:00
USD	48005.8768	2021-09-19T00:48:00+00:00
GBP	34937.525	2021-09-19T00:48:00+00:00
EUR	40940.0358	2021-09-19T00:48:00+00:00
USD	47976.9212	2021-09-19T00:53:00+00:00
GBP	34916.4518	2021-09-19T00:53:00+00:00
EUR	40915.3421	2021-09-19T00:53:00+00:00
USD	47946.1633	2021-09-19T00:58:00+00:00
GBP	34894.067	2021-09-19T00:58:00+00:00
EUR	40889.1114	2021-09-19T00:58:00+00:00
USD	47838.2243	2021-09-19T01:03:00+00:00
GBP	34815.5115	2021-09-19T01:03:00+00:00
EUR	40797.0596	2021-09-19T01:03:00+00:00
USD	47895.645	2021-09-19T01:08:00+00:00
GBP	34857.3009	2021-09-19T01:08:00+00:00
EUR	40846.0287	2021-09-19T01:08:00+00:00
USD	47843.4375	2021-09-19T01:13:00+00:00
GBP	34819.3055	2021-09-19T01:13:00+00:00
EUR	40801.5054	2021-09-19T01:13:00+00:00
USD	47795.054	2021-09-19T01:18:00+00:00
GBP	34784.0932	2021-09-19T01:18:00+00:00
EUR	40760.2434	2021-09-19T01:18:00+00:00
USD	47784.5617	2021-09-19T01:23:00+00:00
GBP	34776.4572	2021-09-19T01:23:00+00:00
EUR	40751.2954	2021-09-19T01:23:00+00:00
USD	47731.7479	2021-09-19T01:28:00+00:00
GBP	34738.0206	2021-09-19T01:28:00+00:00
EUR	40706.2551	2021-09-19T01:28:00+00:00
USD	47716.2382	2021-09-19T01:33:00+00:00
GBP	34726.733	2021-09-19T01:33:00+00:00
EUR	40693.0282	2021-09-19T01:33:00+00:00
USD	47716.9096	2021-09-19T01:38:00+00:00
GBP	34727.2216	2021-09-19T01:38:00+00:00
EUR	40693.6008	2021-09-19T01:38:00+00:00
USD	47778.48	2021-09-19T01:43:00+00:00
GBP	34772.0311	2021-09-19T01:43:00+00:00
EUR	40746.1089	2021-09-19T01:43:00+00:00
USD	47893.0178	2021-09-19T01:48:00+00:00
GBP	34855.3889	2021-09-19T01:48:00+00:00
EUR	40843.7882	2021-09-19T01:48:00+00:00
USD	47882.17	2021-09-19T01:54:00+00:00
GBP	34847.4942	2021-09-19T01:54:00+00:00
EUR	40834.537	2021-09-19T01:54:00+00:00
USD	47892.2556	2021-09-19T01:58:00+00:00
GBP	34854.8342	2021-09-19T01:58:00+00:00
EUR	40843.1382	2021-09-19T01:58:00+00:00
USD	47842.9096	2021-09-19T02:03:00+00:00
GBP	34818.9213	2021-09-19T02:03:00+00:00
EUR	40801.0552	2021-09-19T02:03:00+00:00
USD	47845.2601	2021-09-19T02:08:00+00:00
GBP	34820.632	2021-09-19T02:08:00+00:00
EUR	40803.0598	2021-09-19T02:08:00+00:00
USD	47843.5752	2021-09-19T02:13:00+00:00
GBP	34819.4057	2021-09-19T02:13:00+00:00
EUR	40801.6229	2021-09-19T02:13:00+00:00
USD	47989.9744	2021-09-19T02:18:00+00:00
GBP	34925.9516	2021-09-19T02:18:00+00:00
EUR	40926.474	2021-09-19T02:18:00+00:00
USD	47981.4383	2021-09-19T02:23:00+00:00
GBP	34919.7393	2021-09-19T02:23:00+00:00
EUR	40919.1944	2021-09-19T02:23:00+00:00
USD	47992.8655	2021-09-19T02:28:00+00:00
GBP	34928.0557	2021-09-19T02:28:00+00:00
EUR	40928.9396	2021-09-19T02:28:00+00:00
USD	47973.0829	2021-09-19T02:33:00+00:00
GBP	34913.6584	2021-09-19T02:33:00+00:00
EUR	40912.0688	2021-09-19T02:33:00+00:00
USD	47951.1218	2021-09-19T02:38:00+00:00
GBP	34897.6756	2021-09-19T02:38:00+00:00
EUR	40893.3401	2021-09-19T02:38:00+00:00
USD	47917.3925	2021-09-19T02:43:00+00:00
GBP	34873.1282	2021-09-19T02:43:00+00:00
EUR	40864.5752	2021-09-19T02:43:00+00:00
USD	47886.2633	2021-09-19T02:48:00+00:00
GBP	34850.4732	2021-09-19T02:48:00+00:00
EUR	40838.0279	2021-09-19T02:48:00+00:00
USD	47962.18	2021-09-19T02:53:00+00:00
GBP	34905.7235	2021-09-19T02:53:00+00:00
EUR	40902.7706	2021-09-19T02:53:00+00:00
USD	48030.4393	2021-09-19T02:58:00+00:00
GBP	34955.401	2021-09-19T02:58:00+00:00
EUR	40960.983	2021-09-19T02:58:00+00:00
USD	48023.2557	2021-09-19T03:03:00+00:00
GBP	34950.173	2021-09-19T03:03:00+00:00
EUR	40954.8568	2021-09-19T03:03:00+00:00
USD	47984.3355	2021-09-19T03:08:00+00:00
GBP	34935.8112	2021-09-19T03:08:00+00:00
EUR	40921.6651	2021-09-19T03:08:00+00:00
USD	48004.4645	2021-09-19T03:13:00+00:00
GBP	34950.4665	2021-09-19T03:13:00+00:00
EUR	40938.8314	2021-09-19T03:13:00+00:00
USD	47827.5824	2021-09-19T03:18:00+00:00
GBP	34821.6845	2021-09-19T03:18:00+00:00
EUR	40787.9841	2021-09-19T03:18:00+00:00
USD	47824.3633	2021-09-19T03:23:00+00:00
GBP	34819.3407	2021-09-19T03:23:00+00:00
EUR	40785.2388	2021-09-19T03:23:00+00:00
USD	47869.1595	2021-09-19T03:28:00+00:00
GBP	34851.9553	2021-09-19T03:28:00+00:00
EUR	40823.4415	2021-09-19T03:28:00+00:00
USD	47826.7683	2021-09-19T03:33:00+00:00
GBP	34821.0917	2021-09-19T03:33:00+00:00
EUR	40787.2898	2021-09-19T03:33:00+00:00
USD	47903.6917	2021-09-19T03:38:00+00:00
GBP	34877.0971	2021-09-19T03:38:00+00:00
EUR	40852.891	2021-09-19T03:38:00+00:00
USD	47912.4683	2021-09-19T03:43:00+00:00
GBP	34883.4871	2021-09-19T03:43:00+00:00
EUR	40860.3759	2021-09-19T03:43:00+00:00
USD	47931.6983	2021-09-19T03:48:00+00:00
GBP	34897.4878	2021-09-19T03:48:00+00:00
EUR	40876.7755	2021-09-19T03:48:00+00:00
USD	47892.6454	2021-09-19T03:53:00+00:00
GBP	34869.0547	2021-09-19T03:53:00+00:00
EUR	40843.4706	2021-09-19T03:53:00+00:00
USD	47859.8693	2021-09-19T03:58:00+00:00
GBP	34845.1914	2021-09-19T03:58:00+00:00
EUR	40815.5187	2021-09-19T03:58:00+00:00
USD	47855.505	2021-09-19T04:03:00+00:00
GBP	34842.0139	2021-09-19T04:03:00+00:00
EUR	40811.7968	2021-09-19T04:03:00+00:00
USD	47906.4551	2021-09-19T04:08:00+00:00
GBP	34879.1091	2021-09-19T04:08:00+00:00
EUR	40857.4993	2021-09-19T04:08:00+00:00
USD	47971.2052	2021-09-19T04:13:00+00:00
GBP	34926.2515	2021-09-19T04:13:00+00:00
EUR	40912.7221	2021-09-19T04:13:00+00:00
USD	47933.99	2021-09-19T05:33:00+00:00
GBP	34885.2075	2021-09-19T05:33:00+00:00
EUR	40878.7298	2021-09-19T05:33:00+00:00
USD	47979.3278	2021-09-19T05:38:00+00:00
GBP	34918.2033	2021-09-19T05:38:00+00:00
EUR	40917.3945	2021-09-19T05:38:00+00:00
USD	47968.6633	2021-09-19T05:43:00+00:00
GBP	34910.4419	2021-09-19T05:43:00+00:00
EUR	40908.2997	2021-09-19T05:43:00+00:00
USD	47976.4825	2021-09-19T05:48:00+00:00
GBP	34916.1325	2021-09-19T05:48:00+00:00
EUR	40914.968	2021-09-19T05:48:00+00:00
USD	47980.3506	2021-09-19T05:53:00+00:00
GBP	34918.9476	2021-09-19T05:53:00+00:00
EUR	40918.2667	2021-09-19T05:53:00+00:00
USD	48013.6657	2021-09-19T05:58:00+00:00
GBP	34943.1935	2021-09-19T05:58:00+00:00
EUR	40946.6783	2021-09-19T05:58:00+00:00
USD	48101.062	2021-09-19T06:03:00+00:00
GBP	35006.7985	2021-09-19T06:03:00+00:00
EUR	41021.211	2021-09-19T06:03:00+00:00
USD	48122.9729	2021-09-19T06:08:00+00:00
GBP	35022.7447	2021-09-19T06:08:00+00:00
EUR	41039.8969	2021-09-19T06:08:00+00:00
USD	48079.0917	2021-09-19T06:13:00+00:00
GBP	34990.809	2021-09-19T06:13:00+00:00
EUR	41002.4744	2021-09-19T06:13:00+00:00
USD	47968.7678	2021-09-19T06:18:00+00:00
GBP	34910.518	2021-09-19T06:18:00+00:00
EUR	40908.3888	2021-09-19T06:18:00+00:00
USD	47929.6378	2021-09-19T06:23:00+00:00
GBP	34882.0401	2021-09-19T06:23:00+00:00
EUR	40875.0182	2021-09-19T06:23:00+00:00
USD	47964.0415	2021-09-19T06:28:00+00:00
GBP	34907.0782	2021-09-19T06:28:00+00:00
EUR	40904.3581	2021-09-19T06:28:00+00:00
USD	48004.0148	2021-09-19T06:33:00+00:00
GBP	34936.1699	2021-09-19T06:33:00+00:00
EUR	40938.4479	2021-09-19T06:33:00+00:00
USD	48018.9417	2021-09-19T06:38:00+00:00
GBP	34947.0333	2021-09-19T06:38:00+00:00
EUR	40951.1777	2021-09-19T06:38:00+00:00
USD	48052.375	2021-09-19T06:43:00+00:00
GBP	34971.3653	2021-09-19T06:43:00+00:00
EUR	40979.6901	2021-09-19T06:43:00+00:00
USD	48005.9867	2021-09-19T06:48:00+00:00
GBP	34937.605	2021-09-19T06:48:00+00:00
EUR	40940.1295	2021-09-19T06:48:00+00:00
USD	48007.4517	2021-09-19T06:53:00+00:00
GBP	34938.6711	2021-09-19T06:53:00+00:00
EUR	40941.3789	2021-09-19T06:53:00+00:00
USD	48151.7001	2021-09-19T06:58:00+00:00
GBP	35043.6517	2021-09-19T06:58:00+00:00
EUR	41064.3958	2021-09-19T06:58:00+00:00
USD	48199.2717	2021-09-19T07:03:00+00:00
GBP	35078.2731	2021-09-19T07:03:00+00:00
EUR	41104.9655	2021-09-19T07:03:00+00:00
USD	48172.7954	2021-09-19T07:08:00+00:00
GBP	35059.0044	2021-09-19T07:08:00+00:00
EUR	41082.3862	2021-09-19T07:08:00+00:00
USD	48154.445	2021-09-19T07:13:00+00:00
GBP	35045.6494	2021-09-19T07:13:00+00:00
EUR	41066.7367	2021-09-19T07:13:00+00:00
USD	48129.9083	2021-09-19T07:18:00+00:00
GBP	35027.7922	2021-09-19T07:18:00+00:00
EUR	41045.8115	2021-09-19T07:18:00+00:00
USD	48090.6917	2021-09-19T07:23:00+00:00
GBP	34999.2512	2021-09-19T07:23:00+00:00
EUR	41012.367	2021-09-19T07:23:00+00:00
USD	48085.3316	2021-09-19T07:28:00+00:00
GBP	34995.3503	2021-09-19T07:28:00+00:00
EUR	41007.7959	2021-09-19T07:28:00+00:00
USD	48072.6317	2021-09-19T07:33:00+00:00
GBP	34986.1076	2021-09-19T07:33:00+00:00
EUR	40996.9652	2021-09-19T07:33:00+00:00
USD	48076.6844	2021-09-19T07:38:00+00:00
GBP	34989.0571	2021-09-19T07:38:00+00:00
EUR	41000.4215	2021-09-19T07:38:00+00:00
USD	48088.64	2021-09-19T07:43:00+00:00
GBP	34997.7581	2021-09-19T07:43:00+00:00
EUR	41010.6173	2021-09-19T07:43:00+00:00
USD	48008.4067	2021-09-19T07:48:00+00:00
GBP	34939.3662	2021-09-19T07:48:00+00:00
EUR	40942.1933	2021-09-19T07:48:00+00:00
USD	48157.7516	2021-09-19T07:53:00+00:00
GBP	35048.0558	2021-09-19T07:53:00+00:00
EUR	41069.5566	2021-09-19T07:53:00+00:00
USD	48157.0902	2021-09-19T07:58:00+00:00
GBP	35047.5744	2021-09-19T07:58:00+00:00
EUR	41068.9925	2021-09-19T07:58:00+00:00
USD	48197.325	2021-09-19T08:03:00+00:00
GBP	35076.8564	2021-09-19T08:03:00+00:00
EUR	41103.3053	2021-09-19T08:03:00+00:00
USD	48278.5683	2021-09-19T08:08:00+00:00
GBP	35135.9833	2021-09-19T08:08:00+00:00
EUR	41172.5907	2021-09-19T08:08:00+00:00
USD	48285.1107	2021-09-19T08:13:00+00:00
GBP	35140.7448	2021-09-19T08:13:00+00:00
EUR	41178.1701	2021-09-19T08:13:00+00:00
USD	48231.1744	2021-09-19T08:18:00+00:00
GBP	35101.4912	2021-09-19T08:18:00+00:00
EUR	41132.1725	2021-09-19T08:18:00+00:00
USD	48220.2617	2021-09-19T08:23:00+00:00
GBP	35093.5492	2021-09-19T08:23:00+00:00
EUR	41122.866	2021-09-19T08:23:00+00:00
USD	48187.6212	2021-09-19T08:28:00+00:00
GBP	35069.7942	2021-09-19T08:28:00+00:00
EUR	41095.0298	2021-09-19T08:28:00+00:00
USD	48245.815	2021-09-19T08:33:00+00:00
GBP	35112.1463	2021-09-19T08:33:00+00:00
EUR	41144.6582	2021-09-19T08:33:00+00:00
USD	48308.2561	2021-09-19T08:38:00+00:00
GBP	35157.5894	2021-09-19T08:38:00+00:00
EUR	41197.9088	2021-09-19T08:38:00+00:00
USD	48318.0989	2021-09-19T08:43:00+00:00
GBP	35164.7528	2021-09-19T08:43:00+00:00
EUR	41206.3029	2021-09-19T08:43:00+00:00
USD	48295.0601	2021-09-19T08:48:00+00:00
GBP	35147.9857	2021-09-19T08:48:00+00:00
EUR	41186.6551	2021-09-19T08:48:00+00:00
USD	48281.8767	2021-09-19T08:53:00+00:00
GBP	35138.3911	2021-09-19T08:53:00+00:00
EUR	41175.4121	2021-09-19T08:53:00+00:00
USD	48283.1867	2021-09-19T08:58:00+00:00
GBP	35139.3445	2021-09-19T08:58:00+00:00
EUR	41176.5293	2021-09-19T08:58:00+00:00
USD	48296.525	2021-09-19T09:03:00+00:00
GBP	35149.0518	2021-09-19T09:03:00+00:00
EUR	41187.9044	2021-09-19T09:03:00+00:00
USD	48300.2483	2021-09-19T09:08:00+00:00
GBP	35151.7615	2021-09-19T09:08:00+00:00
EUR	41191.0797	2021-09-19T09:08:00+00:00
USD	48322.79	2021-09-19T09:13:00+00:00
GBP	35168.1668	2021-09-19T09:13:00+00:00
EUR	41210.3035	2021-09-19T09:13:00+00:00
USD	48146.0084	2021-09-19T09:18:00+00:00
GBP	35039.5094	2021-09-19T09:18:00+00:00
EUR	41059.5419	2021-09-19T09:18:00+00:00
USD	48190.3983	2021-09-19T09:23:00+00:00
GBP	35071.8153	2021-09-19T09:23:00+00:00
EUR	41097.3982	2021-09-19T09:23:00+00:00
USD	48170.3711	2021-09-19T09:28:00+00:00
GBP	35057.24	2021-09-19T09:28:00+00:00
EUR	41080.3187	2021-09-19T09:28:00+00:00
USD	48187.9744	2021-09-19T09:33:00+00:00
GBP	35070.0512	2021-09-19T09:33:00+00:00
EUR	41095.331	2021-09-19T09:33:00+00:00
USD	48162.5733	2021-09-19T09:38:00+00:00
GBP	35051.565	2021-09-19T09:38:00+00:00
EUR	41073.6687	2021-09-19T09:38:00+00:00
USD	48198.8731	2021-09-19T09:43:00+00:00
GBP	35077.9831	2021-09-19T09:43:00+00:00
EUR	41104.6256	2021-09-19T09:43:00+00:00
USD	48232.7835	2021-09-19T09:48:00+00:00
GBP	35102.6623	2021-09-19T09:48:00+00:00
EUR	41133.5448	2021-09-19T09:48:00+00:00
USD	48217.4141	2021-09-19T09:53:00+00:00
GBP	35091.4767	2021-09-19T09:53:00+00:00
EUR	41120.4375	2021-09-19T09:53:00+00:00
USD	48195.8608	2021-09-19T09:58:00+00:00
GBP	35075.7908	2021-09-19T09:58:00+00:00
EUR	41102.0566	2021-09-19T09:58:00+00:00
USD	48174.3713	2021-09-19T10:03:00+00:00
GBP	35060.1512	2021-09-19T10:03:00+00:00
EUR	41083.7301	2021-09-19T10:03:00+00:00
USD	48166.5058	2021-09-19T10:08:00+00:00
GBP	35054.4269	2021-09-19T10:08:00+00:00
EUR	41077.0223	2021-09-19T10:08:00+00:00
USD	48133.7033	2021-09-19T10:13:00+00:00
GBP	35030.5541	2021-09-19T10:13:00+00:00
EUR	41049.0479	2021-09-19T10:13:00+00:00
USD	48125.7086	2021-09-19T10:18:00+00:00
GBP	35024.7357	2021-09-19T10:18:00+00:00
EUR	41042.2299	2021-09-19T10:18:00+00:00
USD	48134.3331	2021-09-19T10:23:00+00:00
GBP	35031.0124	2021-09-19T10:23:00+00:00
EUR	41049.585	2021-09-19T10:23:00+00:00
USD	48115.2571	2021-09-19T10:28:00+00:00
GBP	35017.1294	2021-09-19T10:28:00+00:00
EUR	41033.3168	2021-09-19T10:28:00+00:00
USD	48121.6915	2021-09-19T10:33:00+00:00
GBP	35021.8121	2021-09-19T10:33:00+00:00
EUR	41038.8041	2021-09-19T10:33:00+00:00
USD	48099.5017	2021-09-19T10:38:00+00:00
GBP	35005.6629	2021-09-19T10:38:00+00:00
EUR	41019.8803	2021-09-19T10:38:00+00:00
USD	48151.715	2021-09-19T10:43:00+00:00
GBP	35043.6625	2021-09-19T10:43:00+00:00
EUR	41064.4085	2021-09-19T10:43:00+00:00
USD	48175.6431	2021-09-19T10:48:00+00:00
GBP	35061.0768	2021-09-19T10:48:00+00:00
EUR	41084.8147	2021-09-19T10:48:00+00:00
USD	48099.5951	2021-09-19T10:53:00+00:00
GBP	35005.7309	2021-09-19T10:53:00+00:00
EUR	41019.96	2021-09-19T10:53:00+00:00
USD	48117.722	2021-09-19T10:58:00+00:00
GBP	35018.9232	2021-09-19T10:58:00+00:00
EUR	41035.4188	2021-09-19T10:58:00+00:00
USD	47942.9945	2021-09-19T11:03:00+00:00
GBP	34891.7608	2021-09-19T11:03:00+00:00
EUR	40886.409	2021-09-19T11:03:00+00:00
USD	47910.4317	2021-09-19T11:08:00+00:00
GBP	34868.0623	2021-09-19T11:08:00+00:00
EUR	40858.639	2021-09-19T11:08:00+00:00
USD	47918.8533	2021-09-19T11:13:00+00:00
GBP	34874.1914	2021-09-19T11:13:00+00:00
EUR	40865.8211	2021-09-19T11:13:00+00:00
USD	47865.6183	2021-09-19T11:18:00+00:00
GBP	34835.4482	2021-09-19T11:18:00+00:00
EUR	40820.4216	2021-09-19T11:18:00+00:00
USD	47892.1746	2021-09-19T11:23:00+00:00
GBP	34854.7752	2021-09-19T11:23:00+00:00
EUR	40843.0691	2021-09-19T11:23:00+00:00
USD	47859.695	2021-09-19T11:28:00+00:00
GBP	34831.1374	2021-09-19T11:28:00+00:00
EUR	40815.3701	2021-09-19T11:28:00+00:00
USD	47831.5708	2021-09-19T11:33:00+00:00
GBP	34810.6693	2021-09-19T11:33:00+00:00
EUR	40791.3854	2021-09-19T11:33:00+00:00
USD	47808.5833	2021-09-19T11:38:00+00:00
GBP	34793.9395	2021-09-19T11:38:00+00:00
EUR	40771.7814	2021-09-19T11:38:00+00:00
USD	47716.8767	2021-09-19T11:43:00+00:00
GBP	34727.1976	2021-09-19T11:43:00+00:00
EUR	40693.5727	2021-09-19T11:43:00+00:00
USD	47446.22	2021-09-19T11:48:00+00:00
GBP	34530.2202	2021-09-19T11:48:00+00:00
EUR	40462.7532	2021-09-19T11:48:00+00:00
USD	47293.9828	2021-09-19T11:53:00+00:00
GBP	34419.4256	2021-09-19T11:53:00+00:00
EUR	40332.9234	2021-09-19T11:53:00+00:00
USD	47347.5493	2021-09-19T11:58:00+00:00
GBP	34458.41	2021-09-19T11:58:00+00:00
EUR	40378.6056	2021-09-19T11:58:00+00:00
USD	47204.7267	2021-09-19T12:03:00+00:00
GBP	34354.4672	2021-09-19T12:03:00+00:00
EUR	40256.8046	2021-09-19T12:03:00+00:00
USD	47248.5533	2021-09-19T12:08:00+00:00
GBP	34386.3631	2021-09-19T12:08:00+00:00
EUR	40294.1805	2021-09-19T12:08:00+00:00
USD	47336.085	2021-09-19T12:13:00+00:00
GBP	34450.0666	2021-09-19T12:13:00+00:00
EUR	40368.8287	2021-09-19T12:13:00+00:00
USD	47386.6367	2021-09-19T12:18:00+00:00
GBP	34486.8569	2021-09-19T12:18:00+00:00
EUR	40411.9398	2021-09-19T12:18:00+00:00
USD	47407.998	2021-09-19T12:23:00+00:00
GBP	34502.4032	2021-09-19T12:23:00+00:00
EUR	40430.157	2021-09-19T12:23:00+00:00
USD	47300.9867	2021-09-19T12:28:00+00:00
GBP	34424.5229	2021-09-19T12:28:00+00:00
EUR	40338.8963	2021-09-19T12:28:00+00:00
USD	47247.3308	2021-09-19T12:33:00+00:00
GBP	34385.4734	2021-09-19T12:33:00+00:00
EUR	40293.1379	2021-09-19T12:33:00+00:00
USD	47216.6483	2021-09-19T12:38:00+00:00
GBP	34363.1435	2021-09-19T12:38:00+00:00
EUR	40266.9715	2021-09-19T12:38:00+00:00
USD	47236.4766	2021-09-19T12:43:00+00:00
GBP	34377.574	2021-09-19T12:43:00+00:00
EUR	40283.8813	2021-09-19T12:43:00+00:00
USD	47270.0933	2021-09-19T12:48:00+00:00
GBP	34402.0394	2021-09-19T12:48:00+00:00
EUR	40312.5501	2021-09-19T12:48:00+00:00
USD	47270.0733	2021-09-19T12:53:00+00:00
GBP	34402.0249	2021-09-19T12:53:00+00:00
EUR	40312.533	2021-09-19T12:53:00+00:00
USD	47303.1356	2021-09-19T12:58:00+00:00
GBP	34426.0868	2021-09-19T12:58:00+00:00
EUR	40340.729	2021-09-19T12:58:00+00:00
