monetary_code	rate_as_float	date_as_iso
EUR	39590.6678	2021-09-07T15:48:00+00:00
USD	46755.9655	2021-09-07T15:53:00+00:00
GBP	33919.2555	2021-09-07T15:53:00+00:00
EUR	39469.3288	2021-09-07T15:53:00+00:00
USD	46743.8793	2021-09-07T15:58:00+00:00
GBP	33910.4875	2021-09-07T15:58:00+00:00
EUR	39459.1262	2021-09-07T15:58:00+00:00
USD	46775.8168	2021-09-07T16:03:00+00:00
GBP	33933.6566	2021-09-07T16:03:00+00:00
EUR	39486.0864	2021-09-07T16:03:00+00:00
USD	46861.4084	2021-09-07T16:08:00+00:00
GBP	33980.8474	2021-09-07T16:08:00+00:00
EUR	39549.9978	2021-09-07T16:08:00+00:00
USD	47033.8076	2021-09-07T16:13:00+00:00
GBP	34105.8601	2021-09-07T16:13:00+00:00
EUR	39695.4989	2021-09-07T16:13:00+00:00
USD	47071.155	2021-09-07T16:14:00+00:00
GBP	34132.942	2021-09-07T16:14:00+00:00
EUR	39727.0193	2021-09-07T16:14:00+00:00
USD	47106.5207	2021-09-07T16:14:00+00:00
GBP	34158.5869	2021-09-07T16:14:00+00:00
EUR	39756.8671	2021-09-07T16:14:00+00:00
USD	47231.9639	2021-09-07T16:18:00+00:00
GBP	34249.5502	2021-09-07T16:18:00+00:00
EUR	39862.7385	2021-09-07T16:18:00+00:00
USD	47140.0034	2021-09-07T16:23:00+00:00
GBP	34182.8663	2021-09-07T16:23:00+00:00
EUR	39785.1258	2021-09-07T16:23:00+00:00
USD	46898.2718	2021-09-07T16:28:00+00:00
GBP	34007.5783	2021-09-07T16:28:00+00:00
EUR	39581.1097	2021-09-07T16:28:00+00:00
USD	47138.5774	2021-09-07T16:33:00+00:00
GBP	34181.8323	2021-09-07T16:33:00+00:00
EUR	39783.9223	2021-09-07T16:33:00+00:00
USD	47182.0424	2021-09-07T16:38:00+00:00
GBP	34213.3503	2021-09-07T16:38:00+00:00
EUR	39820.6058	2021-09-07T16:38:00+00:00
USD	47316.0023	2021-09-07T16:43:00+00:00
GBP	34310.4893	2021-09-07T16:43:00+00:00
EUR	39933.665	2021-09-07T16:43:00+00:00
USD	47408.145	2021-09-07T16:48:00+00:00
GBP	34377.3052	2021-09-07T16:48:00+00:00
EUR	40011.4314	2021-09-07T16:48:00+00:00
USD	47528.0716	2021-09-07T16:53:00+00:00
GBP	34464.2682	2021-09-07T16:53:00+00:00
EUR	40112.6468	2021-09-07T16:53:00+00:00
USD	47594.553	2021-09-07T16:58:00+00:00
GBP	34512.4762	2021-09-07T16:58:00+00:00
EUR	40168.7557	2021-09-07T16:58:00+00:00
USD	47498.6817	2021-09-07T17:03:00+00:00
GBP	34442.9566	2021-09-07T17:03:00+00:00
EUR	40087.8424	2021-09-07T17:03:00+00:00
USD	47404.8611	2021-09-07T17:08:00+00:00
GBP	34378.4319	2021-09-07T17:08:00+00:00
EUR	40019.1838	2021-09-07T17:08:00+00:00
USD	47422.458	2021-09-07T17:13:00+00:00
GBP	34391.1934	2021-09-07T17:13:00+00:00
EUR	40034.0391	2021-09-07T17:13:00+00:00
USD	47530.122	2021-09-07T17:18:00+00:00
GBP	34469.2723	2021-09-07T17:18:00+00:00
EUR	40124.929	2021-09-07T17:18:00+00:00
USD	47341.2851	2021-09-07T17:23:00+00:00
GBP	34332.326	2021-09-07T17:23:00+00:00
EUR	39965.5129	2021-09-07T17:23:00+00:00
USD	47015.3183	2021-09-07T17:28:00+00:00
GBP	34095.932	2021-09-07T17:28:00+00:00
EUR	39690.3317	2021-09-07T17:28:00+00:00
USD	47030.6932	2021-09-07T17:33:00+00:00
GBP	34107.082	2021-09-07T17:33:00+00:00
EUR	39703.3112	2021-09-07T17:33:00+00:00
USD	47019.9627	2021-09-07T17:38:00+00:00
GBP	34099.3001	2021-09-07T17:38:00+00:00
EUR	39694.2525	2021-09-07T17:38:00+00:00
USD	46949.3488	2021-09-07T17:43:00+00:00
GBP	34048.0903	2021-09-07T17:43:00+00:00
EUR	39634.6403	2021-09-07T17:43:00+00:00
USD	46917.1824	2021-09-07T17:48:00+00:00
GBP	34024.7629	2021-09-07T17:48:00+00:00
EUR	39607.4854	2021-09-07T17:48:00+00:00
USD	46828.1109	2021-09-07T17:53:00+00:00
GBP	33960.1675	2021-09-07T17:53:00+00:00
EUR	39532.2912	2021-09-07T17:53:00+00:00
USD	46695.6883	2021-09-07T17:58:00+00:00
GBP	33864.1334	2021-09-07T17:58:00+00:00
EUR	39420.5001	2021-09-07T17:58:00+00:00
USD	46806.2925	2021-09-07T18:03:00+00:00
GBP	33944.3445	2021-09-07T18:03:00+00:00
EUR	39513.8721	2021-09-07T18:03:00+00:00
USD	46840.7817	2021-09-07T18:08:00+00:00
GBP	33960.6909	2021-09-07T18:08:00+00:00
EUR	39532.074	2021-09-07T18:08:00+00:00
USD	46589.4971	2021-09-07T18:13:00+00:00
GBP	33778.5035	2021-09-07T18:13:00+00:00
EUR	39319.9981	2021-09-07T18:13:00+00:00
USD	46283.8071	2021-09-07T18:18:00+00:00
GBP	33556.871	2021-09-07T18:18:00+00:00
EUR	39062.0058	2021-09-07T18:18:00+00:00
USD	46524.283	2021-09-07T18:23:00+00:00
GBP	33731.2217	2021-09-07T18:23:00+00:00
EUR	39264.9595	2021-09-07T18:23:00+00:00
USD	46766.7451	2021-09-07T18:28:00+00:00
GBP	33907.0126	2021-09-07T18:28:00+00:00
EUR	39469.5896	2021-09-07T18:28:00+00:00
USD	46777.8778	2021-09-07T18:33:00+00:00
GBP	33915.0841	2021-09-07T18:33:00+00:00
EUR	39478.9852	2021-09-07T18:33:00+00:00
USD	47181.5781	2021-09-07T18:38:00+00:00
GBP	34207.7765	2021-09-07T18:38:00+00:00
EUR	39819.6949	2021-09-07T18:38:00+00:00
USD	47167.6511	2021-09-07T18:43:00+00:00
GBP	34197.6791	2021-09-07T18:43:00+00:00
EUR	39807.941	2021-09-07T18:43:00+00:00
USD	47254.09	2021-09-07T18:48:00+00:00
GBP	34260.3493	2021-09-07T18:48:00+00:00
EUR	39880.8926	2021-09-07T18:48:00+00:00
USD	47112.0005	2021-09-07T18:53:00+00:00
GBP	34157.3311	2021-09-07T18:53:00+00:00
EUR	39760.9737	2021-09-07T18:53:00+00:00
USD	47039.4955	2021-09-07T18:58:00+00:00
GBP	34104.7632	2021-09-07T18:58:00+00:00
EUR	39699.7819	2021-09-07T18:58:00+00:00
USD	47066.0222	2021-09-07T19:03:00+00:00
GBP	34123.9957	2021-09-07T19:03:00+00:00
EUR	39722.1696	2021-09-07T19:03:00+00:00
USD	46925.9058	2021-09-07T19:08:00+00:00
GBP	34035.2187	2021-09-07T19:08:00+00:00
EUR	39613.5827	2021-09-07T19:08:00+00:00
USD	47109.426	2021-09-07T19:13:00+00:00
GBP	34168.3253	2021-09-07T19:13:00+00:00
EUR	39768.5054	2021-09-07T19:13:00+00:00
USD	47137.605	2021-09-07T19:18:00+00:00
GBP	34188.7635	2021-09-07T19:18:00+00:00
EUR	39792.2934	2021-09-07T19:18:00+00:00
USD	47136.5065	2021-09-07T19:23:00+00:00
GBP	34187.9668	2021-09-07T19:23:00+00:00
EUR	39791.3661	2021-09-07T19:23:00+00:00
USD	47083.5437	2021-09-07T19:28:00+00:00
GBP	34149.553	2021-09-07T19:28:00+00:00
EUR	39746.6564	2021-09-07T19:28:00+00:00
USD	46958.5522	2021-09-07T19:33:00+00:00
GBP	34058.8971	2021-09-07T19:33:00+00:00
EUR	39641.1419	2021-09-07T19:33:00+00:00
USD	46899.4155	2021-09-07T19:38:00+00:00
GBP	34016.0053	2021-09-07T19:38:00+00:00
EUR	39591.2202	2021-09-07T19:38:00+00:00
USD	46911.3877	2021-09-07T19:43:00+00:00
GBP	34024.6888	2021-09-07T19:43:00+00:00
EUR	39601.3269	2021-09-07T19:43:00+00:00
USD	47004.5103	2021-09-07T19:48:00+00:00
GBP	34092.2303	2021-09-07T19:48:00+00:00
EUR	39679.9385	2021-09-07T19:48:00+00:00
USD	46961.2233	2021-09-07T19:53:00+00:00
GBP	34060.8343	2021-09-07T19:53:00+00:00
EUR	39643.3967	2021-09-07T19:53:00+00:00
USD	46656.0617	2021-09-07T19:58:00+00:00
GBP	33839.5016	2021-09-07T19:58:00+00:00
EUR	39385.7876	2021-09-07T19:58:00+00:00
USD	46914.2861	2021-09-07T20:03:00+00:00
GBP	34026.7909	2021-09-07T20:03:00+00:00
EUR	39603.7736	2021-09-07T20:03:00+00:00
USD	46749.1329	2021-09-07T20:08:00+00:00
GBP	33922.2928	2021-09-07T20:08:00+00:00
EUR	39484.9254	2021-09-07T20:08:00+00:00
USD	46854.766	2021-09-07T20:13:00+00:00
GBP	33998.9427	2021-09-07T20:13:00+00:00
EUR	39574.1445	2021-09-07T20:13:00+00:00
USD	47076.8015	2021-09-07T20:18:00+00:00
GBP	34160.057	2021-09-07T20:18:00+00:00
EUR	39761.6785	2021-09-07T20:18:00+00:00
USD	47194.4594	2021-09-07T20:23:00+00:00
GBP	34245.4324	2021-09-07T20:23:00+00:00
EUR	39861.0539	2021-09-07T20:23:00+00:00
USD	47045.6613	2021-09-07T20:28:00+00:00
GBP	34137.4609	2021-09-07T20:28:00+00:00
EUR	39735.3771	2021-09-07T20:28:00+00:00
USD	46758.0296	2021-09-07T20:33:00+00:00
GBP	33928.7485	2021-09-07T20:33:00+00:00
EUR	39492.4396	2021-09-07T20:33:00+00:00
USD	46679.8123	2021-09-07T20:38:00+00:00
GBP	33871.9921	2021-09-07T20:38:00+00:00
EUR	39426.3763	2021-09-07T20:38:00+00:00
USD	46522.3897	2021-09-07T20:43:00+00:00
GBP	33757.7625	2021-09-07T20:43:00+00:00
EUR	39293.4151	2021-09-07T20:43:00+00:00
USD	46359.1383	2021-09-07T20:48:00+00:00
GBP	33639.3033	2021-09-07T20:48:00+00:00
EUR	39155.5308	2021-09-07T20:48:00+00:00
USD	46873.121	2021-09-07T20:53:00+00:00
GBP	34012.2616	2021-09-07T20:53:00+00:00
EUR	39589.6474	2021-09-07T20:53:00+00:00
USD	46875.7138	2021-09-07T20:58:00+00:00
GBP	34014.1429	2021-09-07T20:58:00+00:00
EUR	39591.8372	2021-09-07T20:58:00+00:00
USD	46907.7233	2021-09-07T21:03:00+00:00
GBP	34037.3698	2021-09-07T21:03:00+00:00
EUR	39618.8729	2021-09-07T21:03:00+00:00
USD	46809.2011	2021-09-07T21:08:00+00:00
GBP	33956.0498	2021-09-07T21:08:00+00:00
EUR	39527.749	2021-09-07T21:08:00+00:00
USD	46737.5833	2021-09-07T21:13:00+00:00
GBP	33904.0973	2021-09-07T21:13:00+00:00
EUR	39467.2718	2021-09-07T21:13:00+00:00
USD	46612.2823	2021-09-07T21:18:00+00:00
GBP	33813.2022	2021-09-07T21:18:00+00:00
EUR	39361.4621	2021-09-07T21:18:00+00:00
USD	46407.8588	2021-09-07T21:23:00+00:00
GBP	33664.9105	2021-09-07T21:23:00+00:00
EUR	39188.8379	2021-09-07T21:23:00+00:00
USD	46407.8588	2021-09-07T21:23:00+00:00
GBP	33664.9105	2021-09-07T21:23:00+00:00
EUR	39188.8379	2021-09-07T21:23:00+00:00
USD	46274.0572	2021-09-07T21:28:00+00:00
GBP	33567.8489	2021-09-07T21:28:00+00:00
EUR	39075.8499	2021-09-07T21:28:00+00:00
USD	46500.4565	2021-09-07T21:33:00+00:00
GBP	33732.0822	2021-09-07T21:33:00+00:00
EUR	39267.0315	2021-09-07T21:33:00+00:00
USD	46415.1018	2021-09-07T21:38:00+00:00
GBP	33670.1647	2021-09-07T21:38:00+00:00
EUR	39194.9543	2021-09-07T21:38:00+00:00
USD	46425.0898	2021-09-07T21:43:00+00:00
GBP	33677.4101	2021-09-07T21:43:00+00:00
EUR	39203.3885	2021-09-07T21:43:00+00:00
USD	46423.3438	2021-09-07T21:48:00+00:00
GBP	33676.1435	2021-09-07T21:48:00+00:00
EUR	39201.9141	2021-09-07T21:48:00+00:00
USD	46347.8284	2021-09-07T21:52:00+00:00
GBP	33621.3636	2021-09-07T21:52:00+00:00
EUR	39138.1456	2021-09-07T21:52:00+00:00
USD	46354.4384	2021-09-07T21:53:00+00:00
GBP	33626.1586	2021-09-07T21:53:00+00:00
EUR	39143.7274	2021-09-07T21:53:00+00:00
USD	46576.7038	2021-09-07T21:58:00+00:00
GBP	33787.393	2021-09-07T21:58:00+00:00
EUR	39331.418	2021-09-07T21:58:00+00:00
USD	46412.3056	2021-09-07T22:03:00+00:00
GBP	33668.1362	2021-09-07T22:03:00+00:00
EUR	39192.593	2021-09-07T22:03:00+00:00
USD	46659.6037	2021-09-07T22:08:00+00:00
GBP	33841.9306	2021-09-07T22:08:00+00:00
EUR	39391.1573	2021-09-07T22:08:00+00:00
USD	46684.3999	2021-09-07T22:13:00+00:00
GBP	33859.9151	2021-09-07T22:13:00+00:00
EUR	39412.0908	2021-09-07T22:13:00+00:00
USD	46655.1434	2021-09-07T22:18:00+00:00
GBP	33838.6956	2021-09-07T22:18:00+00:00
EUR	39387.3918	2021-09-07T22:18:00+00:00
USD	46917.89	2021-09-07T22:23:00+00:00
GBP	34029.2641	2021-09-07T22:23:00+00:00
EUR	39609.2088	2021-09-07T22:23:00+00:00
USD	46928.419	2021-09-07T22:28:00+00:00
GBP	34036.9007	2021-09-07T22:28:00+00:00
EUR	39618.0976	2021-09-07T22:28:00+00:00
USD	46921.0296	2021-09-07T22:33:00+00:00
GBP	34031.5412	2021-09-07T22:33:00+00:00
EUR	39611.8593	2021-09-07T22:33:00+00:00
USD	46855.6589	2021-09-07T22:38:00+00:00
GBP	33984.1283	2021-09-07T22:38:00+00:00
EUR	39556.6718	2021-09-07T22:38:00+00:00
USD	46919.8049	2021-09-07T22:43:00+00:00
GBP	34030.6529	2021-09-07T22:43:00+00:00
EUR	39610.8253	2021-09-07T22:43:00+00:00
USD	46849.3881	2021-09-07T22:48:00+00:00
GBP	33979.5801	2021-09-07T22:48:00+00:00
EUR	39551.3778	2021-09-07T22:48:00+00:00
USD	46898.7612	2021-09-07T22:53:00+00:00
GBP	34015.3901	2021-09-07T22:53:00+00:00
EUR	39593.0597	2021-09-07T22:53:00+00:00
USD	46791.8472	2021-09-07T22:58:00+00:00
GBP	33937.846	2021-09-07T22:58:00+00:00
EUR	39502.8004	2021-09-07T22:58:00+00:00
USD	46723.7948	2021-09-07T23:03:00+00:00
GBP	33888.488	2021-09-07T23:03:00+00:00
EUR	39445.3489	2021-09-07T23:03:00+00:00
USD	46654.5192	2021-09-07T23:08:00+00:00
GBP	33842.4417	2021-09-07T23:08:00+00:00
EUR	39390.1773	2021-09-07T23:08:00+00:00
USD	46578.9659	2021-09-07T23:13:00+00:00
GBP	33787.6366	2021-09-07T23:13:00+00:00
EUR	39326.388	2021-09-07T23:13:00+00:00
USD	46700.517	2021-09-07T23:18:00+00:00
GBP	33875.8078	2021-09-07T23:18:00+00:00
EUR	39429.013	2021-09-07T23:18:00+00:00
USD	46861.8182	2021-09-07T23:23:00+00:00
GBP	33992.8131	2021-09-07T23:23:00+00:00
EUR	39565.1988	2021-09-07T23:23:00+00:00
USD	47204.9223	2021-09-07T23:28:00+00:00
GBP	34241.6954	2021-09-07T23:28:00+00:00
EUR	39854.8799	2021-09-07T23:28:00+00:00
USD	47032.1018	2021-09-07T23:33:00+00:00
GBP	34116.3341	2021-09-07T23:33:00+00:00
EUR	39708.9684	2021-09-07T23:33:00+00:00
USD	46898.8742	2021-09-07T23:38:00+00:00
GBP	34019.693	2021-09-07T23:38:00+00:00
EUR	39596.485	2021-09-07T23:38:00+00:00
USD	46804.3359	2021-09-07T23:43:00+00:00
GBP	33951.1164	2021-09-07T23:43:00+00:00
EUR	39516.6667	2021-09-07T23:43:00+00:00
USD	46738.0233	2021-09-07T23:48:00+00:00
GBP	33903.0143	2021-09-07T23:48:00+00:00
EUR	39460.6794	2021-09-07T23:48:00+00:00
USD	46877.529	2021-09-07T23:53:00+00:00
GBP	34004.2095	2021-09-07T23:53:00+00:00
EUR	39578.4634	2021-09-07T23:53:00+00:00
USD	46857.667	2021-09-07T23:58:00+00:00
GBP	33989.8019	2021-09-07T23:58:00+00:00
EUR	39561.694	2021-09-07T23:58:00+00:00
USD	46855.7726	2021-09-08T00:03:00+00:00
GBP	33988.4277	2021-09-08T00:03:00+00:00
EUR	39560.0945	2021-09-08T00:03:00+00:00
USD	46564.5273	2021-09-08T00:08:00+00:00
GBP	33793.0881	2021-09-08T00:08:00+00:00
EUR	39313.2197	2021-09-08T00:08:00+00:00
USD	46841.4621	2021-09-08T00:13:00+00:00
GBP	33994.0669	2021-09-08T00:13:00+00:00
EUR	39547.0286	2021-09-08T00:13:00+00:00
USD	46620.1872	2021-09-08T00:18:00+00:00
GBP	33833.482	2021-09-08T00:18:00+00:00
EUR	39360.2119	2021-09-08T00:18:00+00:00
USD	46795.4899	2021-09-08T00:23:00+00:00
GBP	33960.7037	2021-09-08T00:23:00+00:00
EUR	39508.2154	2021-09-08T00:23:00+00:00
USD	46869.1495	2021-09-08T00:28:00+00:00
GBP	34014.1604	2021-09-08T00:28:00+00:00
EUR	39570.4043	2021-09-08T00:28:00+00:00
USD	47017.4122	2021-09-08T00:33:00+00:00
GBP	34121.7585	2021-09-08T00:33:00+00:00
EUR	39695.5786	2021-09-08T00:33:00+00:00
USD	46988.6737	2021-09-08T00:38:00+00:00
GBP	34100.9022	2021-09-08T00:38:00+00:00
EUR	39671.3155	2021-09-08T00:38:00+00:00
USD	47073.5964	2021-09-08T00:43:00+00:00
GBP	34162.5328	2021-09-08T00:43:00+00:00
EUR	39743.0136	2021-09-08T00:43:00+00:00
USD	47025.5783	2021-09-08T00:48:00+00:00
GBP	34127.6849	2021-09-08T00:48:00+00:00
EUR	39702.4731	2021-09-08T00:48:00+00:00
USD	47062.4971	2021-09-08T00:53:00+00:00
GBP	34154.4778	2021-09-08T00:53:00+00:00
EUR	39733.6427	2021-09-08T00:53:00+00:00
USD	47065.221	2021-09-08T00:58:00+00:00
GBP	34156.4546	2021-09-08T00:58:00+00:00
EUR	39735.9424	2021-09-08T00:58:00+00:00
USD	47023.0731	2021-09-08T01:03:00+00:00
GBP	34125.8667	2021-09-08T01:03:00+00:00
EUR	39700.358	2021-09-08T01:03:00+00:00
USD	46930.2734	2021-09-08T01:08:00+00:00
GBP	34040.733	2021-09-08T01:08:00+00:00
EUR	39609.9486	2021-09-08T01:08:00+00:00
USD	46864.6192	2021-09-08T01:13:00+00:00
GBP	33993.111	2021-09-08T01:13:00+00:00
EUR	39554.5353	2021-09-08T01:13:00+00:00
USD	46832.4997	2021-09-08T01:18:00+00:00
GBP	33969.8131	2021-09-08T01:18:00+00:00
EUR	39527.4259	2021-09-08T01:18:00+00:00
USD	46884.7301	2021-09-08T01:23:00+00:00
GBP	34007.6983	2021-09-08T01:23:00+00:00
EUR	39571.5092	2021-09-08T01:23:00+00:00
USD	46897.9103	2021-09-08T01:28:00+00:00
GBP	34017.2586	2021-09-08T01:28:00+00:00
EUR	39582.6336	2021-09-08T01:28:00+00:00
USD	46969.4178	2021-09-08T01:33:00+00:00
GBP	34069.1263	2021-09-08T01:33:00+00:00
EUR	39642.9871	2021-09-08T01:33:00+00:00
USD	47053.3401	2021-09-08T01:38:00+00:00
GBP	34129.9991	2021-09-08T01:38:00+00:00
EUR	39713.819	2021-09-08T01:38:00+00:00
USD	46998.9167	2021-09-08T01:43:00+00:00
GBP	34090.5232	2021-09-08T01:43:00+00:00
EUR	39667.8846	2021-09-08T01:43:00+00:00
USD	47033.5602	2021-09-08T01:48:00+00:00
GBP	34115.6518	2021-09-08T01:48:00+00:00
EUR	39697.1244	2021-09-08T01:48:00+00:00
USD	47054.8544	2021-09-08T01:53:00+00:00
GBP	34131.0975	2021-09-08T01:53:00+00:00
EUR	39715.0971	2021-09-08T01:53:00+00:00
USD	47175.7585	2021-09-08T01:58:00+00:00
GBP	34218.7949	2021-09-08T01:58:00+00:00
EUR	39817.1422	2021-09-08T01:58:00+00:00
USD	47291.6496	2021-09-08T02:03:00+00:00
GBP	34302.8562	2021-09-08T02:03:00+00:00
EUR	39914.9562	2021-09-08T02:03:00+00:00
USD	47235.4617	2021-09-08T02:08:00+00:00
GBP	34268.7134	2021-09-08T02:08:00+00:00
EUR	39869.3748	2021-09-08T02:08:00+00:00
USD	47289.7015	2021-09-08T02:13:00+00:00
GBP	34308.0637	2021-09-08T02:13:00+00:00
EUR	39915.1563	2021-09-08T02:13:00+00:00
USD	47295.0659	2021-09-08T02:18:00+00:00
GBP	34311.9555	2021-09-08T02:18:00+00:00
EUR	39919.6841	2021-09-08T02:18:00+00:00
USD	47298.5199	2021-09-08T02:23:00+00:00
GBP	34314.4613	2021-09-08T02:23:00+00:00
EUR	39922.5995	2021-09-08T02:23:00+00:00
USD	47250.519	2021-09-08T02:28:00+00:00
GBP	34279.6373	2021-09-08T02:28:00+00:00
EUR	39882.084	2021-09-08T02:28:00+00:00
USD	47204.2578	2021-09-08T02:33:00+00:00
GBP	34246.0754	2021-09-08T02:33:00+00:00
EUR	39843.037	2021-09-08T02:33:00+00:00
USD	47138.3517	2021-09-08T02:38:00+00:00
GBP	34198.2614	2021-09-08T02:38:00+00:00
EUR	39787.4086	2021-09-08T02:38:00+00:00
USD	47119.44	2021-09-08T02:43:00+00:00
GBP	34184.5412	2021-09-08T02:43:00+00:00
EUR	39771.446	2021-09-08T02:43:00+00:00
USD	47163.9691	2021-09-08T02:48:00+00:00
GBP	34216.8465	2021-09-08T02:48:00+00:00
EUR	39809.0311	2021-09-08T02:48:00+00:00
USD	47144.2218	2021-09-08T02:53:00+00:00
GBP	34202.5201	2021-09-08T02:53:00+00:00
EUR	39792.3633	2021-09-08T02:53:00+00:00
USD	47144.389	2021-09-08T02:58:00+00:00
GBP	34202.6413	2021-09-08T02:58:00+00:00
EUR	39792.5044	2021-09-08T02:58:00+00:00
USD	47146.8551	2021-09-08T03:03:00+00:00
GBP	34204.4305	2021-09-08T03:03:00+00:00
EUR	39794.5859	2021-09-08T03:03:00+00:00
USD	47089.7719	2021-09-08T03:08:00+00:00
GBP	34162.6407	2021-09-08T03:08:00+00:00
EUR	39754.6923	2021-09-08T03:08:00+00:00
USD	46910.7666	2021-09-08T03:13:00+00:00
GBP	34032.776	2021-09-08T03:13:00+00:00
EUR	39603.5703	2021-09-08T03:13:00+00:00
USD	46892.0606	2021-09-08T03:18:00+00:00
GBP	34019.2053	2021-09-08T03:18:00+00:00
EUR	39587.7781	2021-09-08T03:18:00+00:00
USD	46497.5424	2021-09-08T03:23:00+00:00
GBP	33732.9906	2021-09-08T03:23:00+00:00
EUR	39254.7132	2021-09-08T03:23:00+00:00
USD	46441.3169	2021-09-08T03:28:00+00:00
GBP	33692.2002	2021-09-08T03:28:00+00:00
EUR	39207.2459	2021-09-08T03:28:00+00:00
USD	46423.7096	2021-09-08T03:33:00+00:00
GBP	33679.4264	2021-09-08T03:33:00+00:00
EUR	39192.3812	2021-09-08T03:33:00+00:00
USD	46506.9499	2021-09-08T03:38:00+00:00
GBP	33739.8155	2021-09-08T03:38:00+00:00
EUR	39262.6553	2021-09-08T03:38:00+00:00
USD	46548.4664	2021-09-08T03:43:00+00:00
GBP	33769.9348	2021-09-08T03:43:00+00:00
EUR	39297.7049	2021-09-08T03:43:00+00:00
USD	46584.4064	2021-09-08T03:48:00+00:00
GBP	33796.0086	2021-09-08T03:48:00+00:00
EUR	39328.0466	2021-09-08T03:48:00+00:00
USD	46404.375	2021-09-08T03:53:00+00:00
GBP	33665.3996	2021-09-08T03:53:00+00:00
EUR	39176.0583	2021-09-08T03:53:00+00:00
USD	46505.6742	2021-09-08T03:58:00+00:00
GBP	33738.89	2021-09-08T03:58:00+00:00
EUR	39261.5784	2021-09-08T03:58:00+00:00
USD	46433.9108	2021-09-08T04:03:00+00:00
GBP	33686.8271	2021-09-08T04:03:00+00:00
EUR	39200.9933	2021-09-08T04:03:00+00:00
USD	46532.3383	2021-09-08T04:08:00+00:00
GBP	33768.611	2021-09-08T04:08:00+00:00
EUR	39294.0004	2021-09-08T04:08:00+00:00
USD	46770.9324	2021-09-08T04:13:00+00:00
GBP	33941.7592	2021-09-08T04:13:00+00:00
EUR	39495.48	2021-09-08T04:13:00+00:00
USD	46756.0463	2021-09-08T04:18:00+00:00
GBP	33930.9563	2021-09-08T04:18:00+00:00
EUR	39482.9095	2021-09-08T04:18:00+00:00
USD	46749.6556	2021-09-08T04:23:00+00:00
GBP	33926.3186	2021-09-08T04:23:00+00:00
EUR	39477.5129	2021-09-08T04:23:00+00:00
USD	46739.8361	2021-09-08T04:28:00+00:00
GBP	33919.1925	2021-09-08T04:28:00+00:00
EUR	39469.2209	2021-09-08T04:28:00+00:00
USD	46771.7321	2021-09-08T04:33:00+00:00
GBP	33942.3396	2021-09-08T04:33:00+00:00
EUR	39496.1553	2021-09-08T04:33:00+00:00
USD	46760.2065	2021-09-08T04:38:00+00:00
GBP	33933.9753	2021-09-08T04:38:00+00:00
EUR	39486.4225	2021-09-08T04:38:00+00:00
USD	46797.5645	2021-09-08T04:43:00+00:00
GBP	33961.0861	2021-09-08T04:43:00+00:00
EUR	39517.9693	2021-09-08T04:43:00+00:00
USD	46757.1766	2021-09-08T04:48:00+00:00
GBP	33931.7766	2021-09-08T04:48:00+00:00
EUR	39483.864	2021-09-08T04:48:00+00:00
USD	46651.1814	2021-09-08T04:53:00+00:00
GBP	33854.8556	2021-09-08T04:53:00+00:00
EUR	39394.3569	2021-09-08T04:53:00+00:00
USD	46578.601	2021-09-08T04:58:00+00:00
GBP	33802.1839	2021-09-08T04:58:00+00:00
EUR	39333.0667	2021-09-08T04:58:00+00:00
USD	46386.6617	2021-09-08T05:03:00+00:00
GBP	33662.8932	2021-09-08T05:03:00+00:00
EUR	39170.9846	2021-09-08T05:03:00+00:00
USD	46516.3301	2021-09-08T05:08:00+00:00
GBP	33756.3891	2021-09-08T05:08:00+00:00
EUR	39275.5051	2021-09-08T05:08:00+00:00
USD	46425.4278	2021-09-08T05:13:00+00:00
GBP	33690.4223	2021-09-08T05:13:00+00:00
EUR	39198.7529	2021-09-08T05:13:00+00:00
USD	46494.9285	2021-09-08T05:18:00+00:00
GBP	33740.8582	2021-09-08T05:18:00+00:00
EUR	39257.435	2021-09-08T05:18:00+00:00
USD	46605.506	2021-09-08T05:23:00+00:00
GBP	33821.1031	2021-09-08T05:23:00+00:00
EUR	39350.7998	2021-09-08T05:23:00+00:00
USD	46654.4527	2021-09-08T05:28:00+00:00
GBP	33856.6231	2021-09-08T05:28:00+00:00
EUR	39392.1272	2021-09-08T05:28:00+00:00
USD	46621.7077	2021-09-08T05:33:00+00:00
GBP	33832.8604	2021-09-08T05:33:00+00:00
EUR	39364.4794	2021-09-08T05:33:00+00:00
USD	46450.2567	2021-09-08T05:38:00+00:00
GBP	33708.4403	2021-09-08T05:38:00+00:00
EUR	39219.7168	2021-09-08T05:38:00+00:00
USD	46353.7802	2021-09-08T05:43:00+00:00
GBP	33638.4284	2021-09-08T05:43:00+00:00
EUR	39138.2581	2021-09-08T05:43:00+00:00
USD	46400.414	2021-09-08T05:48:00+00:00
GBP	33672.27	2021-09-08T05:48:00+00:00
EUR	39177.6327	2021-09-08T05:48:00+00:00
USD	46365.5023	2021-09-08T05:53:00+00:00
GBP	33646.935	2021-09-08T05:53:00+00:00
EUR	39148.1555	2021-09-08T05:53:00+00:00
USD	46163.0717	2021-09-08T05:58:00+00:00
GBP	33500.0334	2021-09-08T05:58:00+00:00
EUR	38977.2357	2021-09-08T05:58:00+00:00
USD	46203.3742	2021-09-08T06:03:00+00:00
GBP	33529.2804	2021-09-08T06:03:00+00:00
EUR	39011.2646	2021-09-08T06:03:00+00:00
